company,description,genre,imageUrl,metascore,otherPlatform,platform,players,release,title,trailerUrl,userRatesCnt
"
                                                        GT Interactive
                                                    ","The stakes are high. On the one hand, fame, fortune, glory; on the other hand, death. Prove your skill in the arenas of the future, leading your team of computer-controlled ""bots"" to victory in the Grand Tournament, or compete with the best of the best via LAN or the Internet in seat-of-your-pants battles. While Unreal Tournament offers the finest in classic ""Deathmatch"" play, right out of the box you can compete in Team Deathmatch or Capture the Flag. Control strategic points on the map to rack up your score in Domination, or test your skills in Assault, as one team defends its base from the other. Each game type comes with its own special maps and rules, for never-ending variety and challenge. Add gameplay mutators such as Jump Match or InstaGib, and Unreal Tournament will keep your wits honed to a razor edge. [Infogrames]","Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade,",https://static.metacritic.com/images/products/games/7/357f319f140dffaa47e3750dda02411e-98.jpg,92,,"
                                                        PC
                                                    ",1-32 ,"Nov 30, 1999",Unreal Tournament (1999),https://static-gamespotvideo.cbsistatic.com/vr/2019/04/22/ut-goty-clip1_700_1000.mp4,592 Ratings
"
                                                        Electronic Arts
                                                    ","Legendary designer Sid Meier presents the next evolution in strategy games, with the most addictive, compelling gameplay yet. Explore the alien planet that is your new home and uncover its myriad mysteries. Discover over 75 extraordinary technologies. Build over 60 base upgrades and large-scale secret projects for your empire. Conquer your enemies with a war machine that you design from over 32,000 possible unit types. [Firaxis]","Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X,",https://static.metacritic.com/images/products/games/5/a03b34d6914545e009e220641c077282-98.jpg,92,,"
                                                        PC
                                                    ",,"Feb 12, 1999",Sid Meier's Alpha Centauri,,248 Ratings
"
                                                        Stardock
                                                    ","The galaxy is being consumed by the fires of war as we enter the final act of the Dread Lord saga. Galactic Civilizations II: Twilight of the Arnor is the second  expansion pack to the award-winning PC strategy game, Galactic Civilizations II. Galactic Civilizations II: Twilight of the Arnor expands the gameplay of Galactic Civilizations in all new ways. New campaign detailing the final chapter in the Dread Lords wars. The Terror Star arrives, capable of destroying any star. Unique technology trees for all 12 civilizations. Unique planetary improvements for each civilization. New 3D engine powered map editor. New Scenario Editor for creating highly detailed custom games. New Campaign Editor for players who want to create their own custom epic campaigns for themselves or to share with others. New Metaverse Tournaments: Specific maps & scenarios recorded to the Metaverse with prizes for top players. [Stardock]","Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X,",https://static.metacritic.com/images/products/games/5/2237ad0c25e6f081fa3fcbd5260c101b-98.jpg,92,,"
                                                        PC
                                                    ",1 Player,"Apr 30, 2008",Galactic Civilizations II: Twilight of the Arnor,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/04/galciv2_pc012505_cut1_qt_4000.mp4,138 Ratings
"
                                                        Out Of The Park Developments
                                                    ","Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch!","Sports,Baseball,Sim,Team,",https://static.metacritic.com/images/products/games/9/45b933dc76a6cf61d28f6bee4e6be5cd-98.jpg,92,,"
                                                        PC
                                                    ",,"Mar 22, 2016",Out of the Park Baseball 17,,236 Ratings
"
                                                        Warner Bros. Interactive Entertainment
                                                    ","This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint.","Role-Playing,Action RPG,",https://static.metacritic.com/images/products/games/9/5d5a7a9179be279cd4026f1e2e46fea5-98.jpg,92,"PlayStation 4,Xbox One,","
                                                        PC
                                                    ",,"May 30, 2016",The Witcher 3: Wild Hunt - Blood and Wine,https://static-gamespotvideo.cbsistatic.com/vr/2015/05/14/Trailer_WitcherIII_NightCinematic_20150514_4000.mp4,3023 Ratings
"
                                                        Electronic Arts
                                                    ","New course lineup: Twelve detailed courses include Pebble Beach Golf Links, TPC of Scottsdale and Torrey Pines South. New effects: Feel the sun, the wind, the fog and the grass as you walk 18. The most PGA TOUR pros: Play as or against Tiger Woods, Ty Tryon, Vijay Singh, Brad Faxon and many others. TrueSwing technology: Take full control over your swing, from straight drives to hooks and draws. Career mode: Purchase new equipment and lessons, hone your skills, and make your way to the top of the career rankings. [EA Sports]","Sports,Traditional,Individual,Golf,Sim,Sim,",https://static.metacritic.com/images/products/games/1/57208b2108584c00b71e2e81f098d962-98.jpg,92,"PlayStation 2,","
                                                        PC
                                                    ",1-8 ,"Oct 31, 2002",Tiger Woods PGA Tour 2003,,37 Ratings
"
                                                        Bethesda Softworks
                                                    ","Approach each assassination with your own unique style. Use shadow and sound to your advantage to traverse silently through levels unseen by enemies, or attack foes head-on as they react to your aggression. The malleable combat system allows you to creatively synthesize your abilities, supernatural powers and gadgets as you negotiate your way through the levels and dispatch your targets. Improvise and adapt to define your modus operandi.","Action Adventure,Modern,General,Modern,",https://static.metacritic.com/images/products/games/2/5579c6cdb4efaaab0dc07abaa4bf6644-98.jpg,91,"PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"Oct  8, 2012",Dishonored,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2012/07/169_dishonored_daring_escapes_gameplay_ot_mul_072512_4000.mp4,4266 Ratings
"
                                                        Electronic Arts
                                                    ","As Lt. Mike Powell, member of the famed 1st Ranger Battalion, you'll battle through over 20 levels based on historical military campaigns of World War II. Fire period weapons and command authentic war vehicles as you silence the gun batteries at Port Arzew, survive the Omaha Beach landing, and more. [Electronic Arts]","Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade,",https://static.metacritic.com/images/products/games/9/59b0a16eb0c85a314d5dcafc20cd34f7-98.jpg,91,,"
                                                        PC
                                                    ",,"Jan 20, 2002",Medal of Honor: Allied Assault,https://static-gamespotvideo.cbsistatic.com/vr/2019/04/24/mohaa_pc_10_700_1000.mp4,502 Ratings
"
                                                        Bungie Software
                                                    ","Myth is arguably the first real-time strategy game to put the player in a true 3D landscape, with an emphasis on tactical battlefield action rather than base construction. Myth also happens to be one of Bungie's most successful pre-Halo releases, and shows off the company's range and ability in genres outside of first-person shooters. A single player mode features an engrossing and enjoyable plot, with you battling the evil and eponymous Fallen Lords, their evil leader, Balor and all manner of undead creatures, but Myth's multiplayer is where it really stands out. Bungie.net's game-matching technology has been much-emulated since, and at Myth's release, was something truly special. Multiple game modes including King of the Hill, Steal the Bacon and even co-op added huge variety to what was an outstanding and standard-setting game - and it still is. If ever an older game deserved another visit, it's Myth, with a huge, loyal and highly motivated following. [Bungie]","Strategy,Real-Time,Fantasy,General,Fantasy,",https://static.metacritic.com/images/products/games/0/9b2b57cbbfdff713e41d1498f6ae05e0-98.jpg,91,,"
                                                        PC
                                                    ",1-16 ,"Oct 31, 1997",Myth: The Fallen Lords,,91 Ratings
"
                                                        Blizzard Entertainment
                                                    ","Players last visited Northrend in ""Warcraft III: The Frozen Throne,"" when Arthas Menethil fused with the spirit of Ner’zhul to become the Lich King, one of the most powerful beings in the Warcraft universe. He now broods atop the Frozen Throne deep in Icecrown Citadel, clutching the rune blade Frostmourne and marshaling the undead armies of the Scourge. In Wrath of the Lich King, the forces of the Alliance and the Horde venture into battle against the Scourge amid Northrend’s howling winds and fields of jagged ice. Wrath of the Lich King adds a rich variety of content to an already massive game. New features in the game’s second expansion include: Death Knight Hero Class: Create a high-level Death Knight character -- the game’s first hero class -- once certain challenges have been met. Increased Level Cap: Advance to level 80 and gain potent new talents and abilities along the way. Northrend: Explore the harsh new continent of Northrend, packed with new zones, quests, dungeons, monsters, and items -- and do battle with the undead armies of the Lich King. ""Inscription"" Profession: Learn this exciting new profession and gain unique ways to permanently enhance spells and abilities in the game. Siege Weapons and Destructible Buildings: Take the battle to another level with new player-vs.-player game mechanics and new battlefields to wage war on. New Character Customization: Change how characters look and express themselves, with different hairstyles and dance animations. [Blizzard Entertainment]","Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy,",https://static.metacritic.com/images/products/games/5/e6f4d1b934f771c4f48823d5d560c051-98.jpg,91,,"
                                                        PC
                                                    ",Massively Multiplayer,"Nov 13, 2008",World of Warcraft: Wrath of the Lich King,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/26/169_worldofwarcraftbc_gp_pc13_020607_2000_1000.mp4,1272 Ratings
"
                                                        Blizzard Entertainment
                                                    ","Overwatch is a highly stylized team-based shooter set on earth in the near future. Every match is an intense multiplayer showdown pitting a diverse cast of soldiers, mercenaries, scientists, adventurers, and oddities against each other in an epic, globe-spanning conflict.","General,Action,Shooter,First-Person,Tactical,",https://static.metacritic.com/images/products/games/5/5b4b131363a4dba40e923bb8f788d56e-98.jpg,91,"PlayStation 4,Switch,Xbox One,","
                                                        PC
                                                    ",Up to 12 ,"May 23, 2016",Overwatch,https://static-gamespotvideo.cbsistatic.com/vr/2018/10/09/Trailer_Overwatch_Halloween2018_20181009_4000.mp4,5833 Ratings
"
                                                        Electronic Arts
                                                    ","Cutting-edge technology brings you the most accurate representation of Formula One to date. High-resolution car models include details right down to the very last shut line. Circuits include real life structures, helicopters, airplanes, panoramic skies, animated grid girls, motion captured pit crews, and even bumps in the track surface as they exist in reality. The glossy team-themed user interface puts you in the game and tracks your performance as a real life driver competing against the likes of world champion drives such as Damon Hill, Jacques Villeneuve, Mika Hakkinen, and Michael Schumacher. [Electronic Arts]","Driving,Racing,Simulation,Formula One,Formula One,Automobile,",https://static.metacritic.com/images/products/games/2/b87a595e7008b848233fa3ef6cb517b0-98.jpg,91,,"
                                                        PC
                                                    ",1-8 ,"Jun 24, 2003",F1 Challenge '99-'02,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/03/f1chal99to02_pc62403_1_qt_4000.mp4,76 Ratings
"
                                                        Interplay
                                                    ","Baldur's Gate takes you back to the Forgotten Realms on a visually dazzling role-playing adventure, one that brings to life the grand tradition of Advanced Dungeons & Dragons through cutting edge art and technology. Immerse yourself in this quintessential medieval fantasy world, where entire nations hang in the balance of your actions, dark prophecies test your resolve, and heroic dreams can be fulfilled at last. [Interplay]","Role-Playing,PC-style RPG,PC-style RPG,Western-Style,",https://static.metacritic.com/images/products/games/2/89a0525888498746e946d4df9faeb383-98.jpg,91,,"
                                                        PC
                                                    ",Up to 6 ,"Dec 21, 1998",Baldur's Gate,,746 Ratings
"
                                                        Ubisoft
                                                    ","Fly 31 types of Russian, German and American planes. Engage in air-to-air and air-to-ground battles. Multiplay with up to 32 players in dogfight and 16 players in cooperative missions. Use custom paint schemes, squadron nose art, numbering on wings, and national markings for each plane. [Ubi Soft]","Simulation,Flight,WWII,WWII,Combat,",https://static.metacritic.com/images/products/games/0/9370bb068a74c8c81a364fc7a4244318-98.jpg,91,,"
                                                        PC
                                                    ",1-32 ,"Nov 18, 2001",IL-2 Sturmovik,https://static-gamespotvideo.cbsistatic.com/vr/2019/03/15/il2sturmovik_pc_1_700_1000.mp4,161 Ratings
"
                                                        Interplay
                                                    ","The year is 2367. Thirty-two years have passed since the Great War. As Terrans and Vasudans struggle to rebuild their civilizations, civil war erupts in the Polaris system. A rogue Terran admiral declares war against the Vasudans, threatening the stability of the Alliance. Without warning, the Shivans return, and Terrans and Vasudans face annihilation at the hands of their Great War nemesis. [Interplay]","Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat,",https://static.metacritic.com/images/products/games/3/28edf758857984205ae5ad2aa0edeac0-98.jpg,91,,"
                                                        PC
                                                    ",1-8 ,"Sep 30, 1999",FreeSpace 2,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/09/freespace2_gp_pc1_111505_qt_4000.mp4,146 Ratings
"
                                                        Konami
                                                    ","The Soviet invasion of Afghanistan has brought a new edge to the Cold War, and in 1984, a one-eyed man with a prosthetic arm appears in the country. Those who know him call him Snake; the legendary mercenary who was once swept from the stage of history and left in a coma by American private intelligence network Cipher. Snake is accompanied by Ocelot, an old friend who saved him from attack when he finally awoke.","Action Adventure,Modern,Open-World,",https://static.metacritic.com/images/products/games/7/d8b2de900bfedc50c2c378ffae8c0823-98.jpg,91,"PlayStation 3,PlayStation 4,Xbox 360,Xbox One,","
                                                        PC
                                                    ",Up to 16 ,"Sep  1, 2015",Metal Gear Solid V: The Phantom Pain,https://static-gamespotvideo.cbsistatic.com/vr/2014/06/09/Trailer_MGS_E32014_20140609_4000.mp4,2490 Ratings
"
                                                        Ubisoft
                                                    ","Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace! You are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon. The world balance is in your hands, as cyber terrorism and international tensions are about to explode into WWIII. [Ubi Soft]","Action Adventure,Modern,General,Modern,",https://static.metacritic.com/images/products/games/9/2a08ba78f40d57d58995a4eef384bbcd-98.jpg,91,"PlayStation 2,PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"Feb 19, 2003",Tom Clancy's Splinter Cell,,401 Ratings
"
                                                        Cardboard Computer
                                                    ","Kentucky Route Zero is a magical realistic adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it.","Adventure,General,",https://static.metacritic.com/images/products/games/2/b868aaf076b781319567ab421b7dcea3-98.jpg,91,,"
                                                        PC
                                                    ",,"May  6, 2014",Kentucky Route Zero - Act III,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2013/03/169_kentuckyroutezero_IGF_ot_pc_032613_4000.mp4,165 Ratings
"
                                                        EA Games
                                                    ","Crysis is a next-generation PC first-person shooter from Crytek, the award-winning developers of ""Far Cry."" It is 2020, and global tensions have reached boiling point as the U.S. and North Korea square off in the South China Sea. At stake: a mysterious artifact uncovered by a team of U.S. archeologists. The North Korean government quickly seizes the area, prompting the U.S. to dispatch an elite team of Delta Force operatives on a rescue mission. During the siege the true nature of the artifact quickly emerges, pointing to the existence of an alien presence on Earth, and ultimately the trigger for a massive-scale alien invasion. The battle to save Earth begins as the aliens' flash freeze the tropics into a ghostly-white frozen landscape. As gamers take up arms against the aliens, they will be outfitted with customizable weapons and a high tech Nanosuit, allowing them to adapt their tactics and abilities to a hostile, ever-changing environment and a mysterious enemy. [Electronic Arts]","Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade,",https://static.metacritic.com/images/products/games/8/3c939b96b0aac4a8338e6e49e16fddcd-98.jpg,91,"PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"Nov 13, 2007",Crysis,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/11/169_crysis_gp2_051106_1400_1000.mp4,2478 Ratings
"
                                                        Blizzard Entertainment
                                                    ","Several years have passed since the Burning Legion's defeat at Mount Hyjal and the races of Azeroth have continued to rebuild their once shattered lives. With renewed strength, the heroes of the Horde and Alliance have begun to explore new lands and broken through the Dark Portal to investigate the realms beyond the known world. Will these heroes find friends or foes? What dangers and rewards lie in wait beyond the Dark Portal? And what will they do when they discover that the demons they thought vanquished have returned to renew their terrible Burning Crusade? New Player Races: New allies will join the game, expanding the story line and allowing players to develop powerful new characters within the world. Higher Level Limit: The game's level cap is being raised to 70, and with these new levels will come meaningful spell, ability, and talent upgrades for each character class. New Lands and Battlegrounds: Explore the magical realms of the Blood Elves and Draenei, journey through the Dark Portal into untamed Outland, and visit dungeons and battlefields previously inaccessible to players. ","Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy,",https://static.metacritic.com/images/products/games/0/80fe059db5aa8bca4d200f2f385e15b3-98.jpg,91,,"
                                                        PC
                                                    ",Massively Multiplayer,"Jan 16, 2007",World of Warcraft: The Burning Crusade,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/26/169_worldofwarcraftbc_gp_pc13_020607_2000_1000.mp4,1030 Ratings
"
                                                        EA Sports
                                                    ","TigerProofing is a revolutionary course-altering system that allows players to modify course dynamics and create the most intensely competitive course imaginable. Alter tee-box length, width and patterns on fairways and greens, the depth of a greenside bunker, and even the color of the leaves on the trees, course moisture and the season which you play. Take on the legends of golf including Arnold Palmer, Jack Nicklaus, and Ben Hogan and become a legend yourself! EA SPORTS GameFace II: The industry-leading GameFace technology just got a whole lot deeper with more control and freedom to express your creative vision from a youthful prodigy to a grizzled old veteran. Eight new licensed courses and two new fantasy courses have been added for a total of 14 courses. New licensed courses for console only include Coeur d?Alene and Colonial Country Club. New licensed courses for both console and PC include, Sherwood Country Club, Fancourt Golf Club Estate and Troon North ? Monument Course. Compete as or against 15 different PGA TOUR players including Tiger Woods, John Daly, Vijay Singh, Charles Howell III, Notah Begay III, and Jesper Parnevik, among others. Total Precision Swing: New putting and chipping systems allow for more control on the green or when you leave an approach shot short. [EA Sports]","Sports,Traditional,Individual,Golf,Sim,Sim,",https://static.metacritic.com/images/products/games/0/55232607853540318e597a2ea2a38c99-98.jpg,91,"PlayStation 2,","
                                                        PC
                                                    ",1-8 ,"Sep 20, 2004",Tiger Woods PGA Tour 2005,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/03/psp_boothtour_qt_4000.mp4,49 Ratings
"
                                                        Funcom
                                                    ",An epic 3-D adventure spanning over 150 unique locations across two distinct and detailed worlds.  [Funcom],"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy,",https://static.metacritic.com/images/products/games/5/b44be7322174200948fe9e637f5442f0-98.jpg,91,,"
                                                        PC
                                                    ",1 Player,"Nov 16, 2000",The Longest Journey,,518 Ratings
"
                                                        Activision
                                                    ","Players can choose to skate with the skills of Tony Hawk, the most legendary pro of all time, or as one of 12 pro skaters from the star-studded lineup. The game's intuitive and solid control scheme allows players to perform hundreds of tricks in a variety of realistic, obstacle-filled, real-world locations.  [Activision]","Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard,",https://static.metacritic.com/images/products/games/5/dc8a89f090bd0ee5cc549dc9b88657bf-98.jpg,91,"iPhone/iPad,","
                                                        PC
                                                    ",1-4 ,"Oct 25, 2000",Tony Hawk's Pro Skater 2,https://static-gamespotvideo.cbsistatic.com/vr/2020/05/12/Trailer_TonyHawksProSkater_20200512_4000.mp4,197 Ratings
"
                                                        LucasArts
                                                    ","In Dark Forces, Kyle Katarn, a young mercenary successfully infiltrated the Empire. Jedi Knight continues the story of Katarn as he embarks on a quest into his past and learns the mysterious ways of the Jedi. With this knowledge, he must stop seven Dark Jedi from unlocking the powers of a hidden Jedi burial ground. This task forces Katarn to decide his destiny. If he chooses the Dark side, he will come into enormous power. If he chooses the Light side, he faces seemingly insurmountable evil. Whatever path Katarn chooses will change the face of the galaxy forever. [LucasArts]","Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade,",https://static.metacritic.com/images/products/games/9/0a39b899979832d09ceb4a824d68532a-98.jpg,91,,"
                                                        PC
                                                    ",Up to 32 ,"Oct  9, 1997",Star Wars Jedi Knight: Dark Forces II,,197 Ratings
"
                                                        Eidos Interactive
                                                    ","In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]","Action Adventure,Fantasy,General,Fantasy,",https://static.metacritic.com/images/products/games/5/8c0d025f0ad5d0f625717b6806ed0afc-98.jpg,91,"PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"Sep 15, 2009",Batman: Arkham Asylum,https://static-gamespotvideo.cbsistatic.com/vr/2016/05/18/Trailer_BatmanReturntoArkham_Announce_20160518_4000.mp4,2338 Ratings
"
                                                        Stardock
                                                    ","The year is 2226 and the Drengin Empire reigns supreme across the galaxy. But something utterly evil is devouring the Drengin Empire from within. Expand your Galactic Civilizations II experience with espionage agents, player designed opponents, new alien races, new ships, unique planetary environments, asteroid fields, improved graphics and much more. [Stardock]","Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X,",https://static.metacritic.com/images/products/games/9/3b8103a58f6e6d78d742145bf443e665-98.jpg,91,,"
                                                        PC
                                                    ",1 Player,"Feb 14, 2007",Galactic Civilizations II: Dark Avatar,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/04/galciv2_pc012505_cut1_qt_4000.mp4,49 Ratings
"
                                                        Fox Interactive
                                                    ","A story-driven, first-person adventure delivering over-the-top action, tense subterfuge, outrageous villains, and wry humor in the tradition of the great 1960's spy films and TV shows. [Fox Interactive]","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade,",https://static.metacritic.com/images/products/games/2/1f7c2ccc2c4abbaba7e9d247ea9d75c2-98.jpg,91,"PlayStation 2,","
                                                        PC
                                                    ",1-16 ,"Nov 11, 2000",The Operative: No One Lives Forever,https://static-gamespotvideo.cbsistatic.com/vr/2019/04/23/nolf_pc_5_700_1000.mp4,212 Ratings
"
                                                        EA Games
                                                    ","In Battlefield 2, players will choose to fight for one of three military superpowers: the United States, China, or the newly formed Middle East Coalition. Armed with the latest modern weaponry, players can take control of any of the game's 30+ vehicles to engage in major conflicts with over 100 players in some of the largest online battles on the PC. Battlefield 2 features immense, richly detailed, destructible environments, from city streets to remote forests, in some of the most notorious hot spots around the world. Each map in Battlefield 2 adjusts in scale to support the number of players in the world, providing the ideal vehicle-to-player ratio and an optimized game play experience.  Enhanced team play features allow players to enter the action on the front lines as part of a formal squad, or work behind the scenes in Commander Mode to direct the strategic assaults of their teammates.  With in-game success, players increase their rank from recruit all the way to General and unlock awards, including new weapons, vehicle decals, medals, and more. Additionally, Battlefield 2 showcases an all-new game engine and physics system to bring the modern battlefield to life like never before. The new material penetration feature measures weapons' ability to fire through barriers based on their composition and players will need to know the difference between concealment and cover in order to survive. [Electronic Arts]","Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern,",https://static.metacritic.com/images/products/games/1/d2f0e4e5cdb9eec66e1a8e5dcc7f9cf4-98.jpg,91,,"
                                                        PC
                                                    ",64  Online,"Jun 21, 2005",Battlefield 2,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/05/batfield2_gf8_060605_qt_4000.mp4,1003 Ratings
"
                                                        Capcom
                                                    ","At the completion of the second World Warrior Tournament, the Shadaloo crime syndicate was left in ruins, its grandmasters defeated and scattered to the winds. Now, the mysterious Seth, CEO of the S.I.N. Corporation, has set up yet another tournament and invited a blend of old friends and new faces to battle again for the title of the world's strongest. With 25 characters (including the original 12 street fighters), a blend of 2D and 3D graphics, and the new focus-attack system, Street Fighter has returned with a vengeance.","Action,Fighting,Fighting,3D,2D,3D,",https://static.metacritic.com/images/products/games/7/320de58b94d10aaf7cd7999d2016b2a2-98.jpg,91,"iPhone/iPad,PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",2  Online,"Jul  1, 2009",Street Fighter IV,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/28/169_sf4_gp_arc_021607m2_700_1000.mp4,413 Ratings
"
                                                        Bethesda Softworks
                                                    ","[Metacritic's 2008 PC Game of the Year] Vault-Tec engineers have worked around the clock on an interactive reproduction of Wasteland life for you to enjoy from the comfort of your own vault. Included is an expansive world, unique combat, shockingly realistic visuals, tons of player choice, and an incredible cast of dynamic characters. Every minute is a fight for survival against the terrors of the outside world – radiation, Super Mutants, and hostile mutated creatures. From Vault-Tec, America's First Choice in Post Nuclear Simulation. Vault 101 - Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth. [Bethesda Softworks]","Role-Playing,First-Person,First-Person,Western-Style,",https://static.metacritic.com/images/products/games/3/238d54d1a52ed5516801b82897e4f79b-98.jpg,91,"PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"Oct 28, 2008",Fallout 3,,4410 Ratings
"
                                                        Warner Bros. Interactive Entertainment
                                                    ",DC Comics' Dark Knight clashes with the Joker again in this sequel from Warner Bros. and Rocksteady Games. ,"Action Adventure,Fantasy,Fantasy,Open-World,",https://static.metacritic.com/images/products/games/7/8ca786aa6ce79e3b0c30cdda2f3cb821-98.jpg,91,"PlayStation 3,Xbox 360,","
                                                        PC
                                                    ",,"Nov 21, 2011",Batman: Arkham City,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2011/07/169_batmanarkhamcity_penguin_ot_multi_2800.mp4,2407 Ratings
"
                                                        Trapdoor
                                                    ","In Fez, you play as Gomez, a 2D creature living in what he believes is a 2D world. Until a strange and powerful artifact reveals to him the existence of a mysterious third dimension!","Action,Platformer,Platformer,2D,2D,",https://static.metacritic.com/images/products/games/4/1bafacfc34a327a3bf464c3367c95dbc-98.jpg,91,"iPhone/iPad,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox 360,","
                                                        PC
                                                    ",No Online Multiplayer,"May  1, 2013",Fez,https://static-gamespotvideo.cbsistatic.com/vr/gsc/2012/03/169_fez_long_trailer_ot_x360_030812_2800.mp4,1152 Ratings
"
                                                        Interplay
                                                    ","Welcome to Sigil, the ""City of Doors"", a place with gates that lead anywhere in existence, provided you have the proper key. It is a neutral ground and watering hole for races across the multiverse, all under the watchful shadow of the Lady of Pain, the enigmatic ruler of the city. It is a place where the word is mightier than the sword, where thought defines reality, where belief has the power to reshape worlds and change the laws of physics. [Interplay]","Role-Playing,General,PC-style RPG,Western-Style,",https://static.metacritic.com/images/products/games/7/a99c16e3950e1ba1b6312a0daccac6b9-98.jpg,91,"iPhone/iPad,","
                                                        PC
                                                    ",No Online Multiplayer,"Dec 14, 1999",Planescape: Torment,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/08/planescapetor_gp_pc1_101005_qt_4000.mp4,1034 Ratings
"
                                                        Atari
                                                    ","A hideous evil has awoken in the Forgotten Realms. Now, in order to save the inhabitants of the town of Neverwinter you must uncover a sinister conspiracy, unmask your mysterious betrayer and complete an epic struggle to defeat the powerful forces that look to halt your quest and unleash an evil your people would surely never survive. [Infogrames]","Role-Playing,PC-style RPG,PC-style RPG,Western-Style,",https://static.metacritic.com/images/products/games/2/ae233e55748d7d015acfa5e7a2dc68df-98.jpg,91,"iPhone/iPad,","
                                                        PC
                                                    ",Online Multiplayer,"Jun 16, 2002",Neverwinter Nights,https://static-gamespotvideo.cbsistatic.com/vr/gsc/rpg/neverwinter/43_nwnights_pc_2_700.mp4,605 Ratings
"
                                                        Sierra Entertainment
                                                    ","A humorous story-driven first-person shooter featuring the beautiful but deadly UNITY operative Cate Archer. Cate must investigate a super-secret Soviet project that, if successful, could bring about a third world war. Armed with an assortment of conventional and experimental weaponry and gadgets, players will explore exotic locales, circumvent devious traps, and contend with deadly agents determined to take Cate out of the spy trade once and for all. [Sierra]","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade,",https://static.metacritic.com/images/products/games/7/8bfb71297900bc0fa29e25f0ddc0f102-98.jpg,91,,"
                                                        PC
                                                    ",,"Sep 30, 2002",No One Lives Forever 2: A Spy in H.A.R.M.'s Way,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/02/nolf2_pc100102_17_qt_4000.mp4,237 Ratings
